CRASH_DATE,POSTED_SPEED_LIMIT,TRAFFIC_CONTROL_DEVICE,DEVICE_CONDITION,WEATHER_CONDITION,LIGHTING_CONDITION,FIRST_CRASH_TYPE,TRAFFICWAY_TYPE,ALIGNMENT,ROADWAY_SURFACE_COND,ROAD_DEFECT,REPORT_TYPE,CRASH_TYPE,INTERSECTION_RELATED_I,DAMAGE,PRIM_CONTRIBUTORY_CAUSE,SEC_CONTRIBUTORY_CAUSE,STREET_NO,STREET_DIRECTION,STREET_NAME,BEAT_OF_OCCURRENCE,NUM_UNITS,MOST_SEVERE_INJURY,INJURIES_TOTAL,INJURIES_FATAL,INJURIES_INCAPACITATING,INJURIES_NON_INCAPACITATING,INJURIES_REPORTED_NOT_EVIDENT,INJURIES_NO_INDICATION,INJURIES_UNKNOWN,CRASH_HOUR,CRASH_DAY_OF_WEEK,CRASH_MONTH,LATITUDE,LONGITUDE
6/28/2019 14:50,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,REAR END,DIVIDED - W/MEDIAN (NOT RAISED),STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,"$501 - $1,500",FOLLOWING TOO CLOSELY,FOLLOWING TOO CLOSELY,1323,W,IRVING PARK RD,1923,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,14,6,6,41.95425825,-87.66321604
6/16/2019 12:00,30,OTHER,WORN REFLECTIVE MATERIAL,CLEAR,DAYLIGHT,REAR END,DIVIDED - W/MEDIAN (NOT RAISED),STRAIGHT AND LEVEL,DRY,WORN SURFACE,ON SCENE,NO INJURY / DRIVE AWAY,,"OVER $1,500",DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,UNABLE TO DETERMINE,6040,N,SHERIDAN RD,2433,3,NO INDICATION OF INJURY,0,0,0,0,0,3,0,12,1,6,41.99213231,-87.65559803
6/25/2019 13:00,35,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,REAR END,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,"$501 - $1,500",PHYSICAL CONDITION OF DRIVER,NOT APPLICABLE,4753,N,ELSTON AVE,1722,2,NONINCAPACITATING INJURY,1,0,0,1,0,1,0,13,3,6,41.9673272,-87.73878547
6/17/2019 11:30,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,REAR END,DIVIDED - W/MEDIAN (NOT RAISED),STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,"$501 - $1,500",IMPROPER LANE USAGE,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,1200,S,BLUE ISLAND AVE,1232,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,11,2,6,41.86705645,-87.65348711
6/29/2019 12:10,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,$500 OR LESS,UNABLE TO DETERMINE,NOT APPLICABLE,10300,S,HALSTED ST,2232,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,12,7,6,41.70682334,-87.64297747
6/28/2019 5:00,30,NO CONTROLS,NO CONTROLS,CLEAR,DARKNESS,PARKED MOTOR VEHICLE,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,"$501 - $1,500",UNABLE TO DETERMINE,NOT APPLICABLE,634,N,CENTRAL AVE,1511,2,NO INDICATION OF INJURY,0,0,0,0,0,1,0,5,6,6,41.89215014,-87.76543704
6/26/2019 11:05,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,ANGLE,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,UNKNOWN,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,"$501 - $1,500",UNABLE TO DETERMINE,UNABLE TO DETERMINE,8210,S,COTTAGE GROVE AVE,631,2,NO INDICATION OF INJURY,0,0,0,0,0,3,0,11,4,6,41.74542047,-87.60521979
6/19/2019 16:30,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,ONE-WAY,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,"$501 - $1,500",IMPROPER OVERTAKING/PASSING,IMPROPER OVERTAKING/PASSING,100,S,FRANKLIN ST,122,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,16,4,6,41.88057459,-87.63542615
6/30/2019 10:40,30,OTHER WARNING SIGN,FUNCTIONING IMPROPERLY,CLEAR,DAYLIGHT,TURNING,OTHER,STRAIGHT AND LEVEL,DRY,OTHER,ON SCENE,NO INJURY / DRIVE AWAY,N,"$501 - $1,500",DISREGARDING OTHER TRAFFIC SIGNS,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,3435,N,CLARK ST,1924,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,10,1,6,41.94446777,-87.65408282
6/23/2019 3:07,30,NO CONTROLS,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",FIXED OBJECT,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,,INJURY AND / OR TOW DUE TO CRASH,,"OVER $1,500",DISTRACTION - FROM INSIDE VEHICLE,NOT APPLICABLE,1410,S,CLINTON ST,124,1,INCAPACITATING INJURY,2,0,1,1,0,0,0,3,1,6,41.8632783,-87.64072127
6/30/2019 2:45,25,TRAFFIC SIGNAL,UNKNOWN,CLEAR,"DARKNESS, LIGHTED ROAD",TURNING,UNKNOWN INTERSECTION TYPE,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,Y,"OVER $1,500",FAILING TO YIELD RIGHT-OF-WAY,UNABLE TO DETERMINE,2000,W,PERSHING RD,912,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,2,1,6,41.82322071,-87.67515449
6/19/2019 22:00,30,NO CONTROLS,NO CONTROLS,UNKNOWN,UNKNOWN,PARKED MOTOR VEHICLE,NOT DIVIDED,STRAIGHT AND LEVEL,UNKNOWN,UNKNOWN,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,"$501 - $1,500",UNABLE TO DETERMINE,UNABLE TO DETERMINE,1134,N,CENTRAL AVE,1511,2,NO INDICATION OF INJURY,0,0,0,0,0,1,0,22,4,6,41.90133878,-87.76577206
6/29/2019 23:29,30,NO CONTROLS,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",PARKED MOTOR VEHICLE,PARKING LOT,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,"OVER $1,500",IMPROPER BACKING,NOT APPLICABLE,305,W,ONTARIO ST,1831,2,NO INDICATION OF INJURY,0,0,0,0,0,1,0,23,7,6,41.89305523,-87.63586104
6/18/2019 16:32,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,TURNING,NOT DIVIDED,STRAIGHT AND LEVEL,UNKNOWN,UNKNOWN,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,"OVER $1,500",IMPROPER LANE USAGE,UNABLE TO DETERMINE,2430,W,DEVON AVE,2412,2,NO INDICATION OF INJURY,0,0,0,0,0,5,0,16,3,6,41.99782043,-87.69104545
6/25/2019 8:35,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,PEDESTRIAN,DIVIDED - W/MEDIAN (NOT RAISED),STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,Y,"OVER $1,500",WEATHER,WEATHER,2159,W,CHICAGO AVE,1221,2,"REPORTED, NOT EVIDENT",1,0,0,0,1,1,0,8,3,6,41.89571957,-87.68182312
6/22/2019 18:15,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,REAR END,UNKNOWN INTERSECTION TYPE,STRAIGHT AND LEVEL,DRY,NO DEFECTS,,INJURY AND / OR TOW DUE TO CRASH,,$500 OR LESS,UNABLE TO DETERMINE,UNABLE TO DETERMINE,1800,W,115TH ST,2234,2,"REPORTED, NOT EVIDENT",2,0,0,0,2,2,0,18,7,6,41.68483986,-87.66637324
6/18/2019 17:50,30,TRAFFIC SIGNAL,UNKNOWN,CLEAR,DAYLIGHT,ANGLE,ONE-WAY,STRAIGHT AND LEVEL,DRY,UNKNOWN,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,Y,"OVER $1,500",UNABLE TO DETERMINE,UNABLE TO DETERMINE,6000,S,MICHIGAN AVE,311,2,NO INDICATION OF INJURY,0,0,0,0,0,3,0,17,3,6,41.78549043,-87.62237512
6/26/2019 22:30,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,RAIN,"DARKNESS, LIGHTED ROAD",REAR END,FOUR WAY,STRAIGHT AND LEVEL,WET,UNKNOWN,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,"$501 - $1,500",UNABLE TO DETERMINE,UNABLE TO DETERMINE,6300,S,STATE ST,312,2,"REPORTED, NOT EVIDENT",2,0,0,0,2,1,0,22,4,6,41.78000828,-87.62552251
6/22/2019 12:10,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,ANGLE,ONE-WAY,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,"OVER $1,500",NOT APPLICABLE,NOT APPLICABLE,7053,S,STATE ST,322,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,12,7,6,41.7658647,-87.62476994
6/28/2019 13:58,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,PARKED MOTOR VEHICLE,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,"$501 - $1,500",UNABLE TO DETERMINE,UNABLE TO DETERMINE,840,N,WESTERN AVE,1212,2,NO INDICATION OF INJURY,0,0,0,0,0,1,0,13,6,6,41.89699066,-87.6870194
6/23/2019 15:20,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,REAR END,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,"OVER $1,500",UNABLE TO DETERMINE,UNABLE TO DETERMINE,2300,W,LAWRENCE AVE,2031,2,NO INDICATION OF INJURY,0,0,0,0,0,3,0,15,1,6,41.968756,-87.68653737
6/27/2019 19:30,30,NO CONTROLS,NO CONTROLS,CLEAR,DUSK,ANGLE,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),INJURY AND / OR TOW DUE TO CRASH,N,"$501 - $1,500",UNABLE TO DETERMINE,NOT APPLICABLE,6601,S,CICERO AVE,833,2,"REPORTED, NOT EVIDENT",2,0,0,0,2,3,0,19,5,6,41.77287488,-87.74195462
6/21/2019 19:09,35,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,REAR END,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,"OVER $1,500",FAILING TO REDUCE SPEED TO AVOID CRASH,FAILING TO REDUCE SPEED TO AVOID CRASH,2931,N,MILWAUKEE AVE,1412,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,19,6,6,41.93459651,-87.71623482
6/26/2019 6:30,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,ANGLE,DIVIDED - W/MEDIAN BARRIER,STRAIGHT ON GRADE,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,Y,"OVER $1,500",DISREGARDING TRAFFIC SIGNALS,FAILING TO REDUCE SPEED TO AVOID CRASH,500,S,ASHLAND AVE,1231,3,NO INDICATION OF INJURY,0,0,0,0,0,3,0,6,4,6,41.8751259,-87.66677177
6/20/2019 20:15,35,NO CONTROLS,NO CONTROLS,CLEAR,DUSK,SIDESWIPE SAME DIRECTION,DIVIDED - W/MEDIAN (NOT RAISED),STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,"OVER $1,500",IMPROPER OVERTAKING/PASSING,NOT APPLICABLE,5731,N,NORTHWEST HWY,1622,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,20,5,6,41.98600114,-87.78752792
6/13/2019 9:30,25,UNKNOWN,UNKNOWN,CLEAR,DAYLIGHT,OTHER OBJECT,ONE-WAY,STRAIGHT AND LEVEL,DRY,"RUT, HOLES",NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,$500 OR LESS,NOT APPLICABLE,NOT APPLICABLE,1050,S,THROOP ST,1231,1,NO INDICATION OF INJURY,0,0,0,0,0,1,0,9,5,6,41.86862647,-87.65932037
6/18/2019 22:00,25,NO CONTROLS,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",PARKED MOTOR VEHICLE,ONE-WAY,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,"$501 - $1,500",UNABLE TO DETERMINE,NOT APPLICABLE,8109,S,COLFAX AVE,422,2,NO INDICATION OF INJURY,0,0,0,0,0,1,0,22,3,6,41.74784627,-87.56117184
6/23/2019 17:00,30,NO CONTROLS,NO CONTROLS,UNKNOWN,DAYLIGHT,PARKED MOTOR VEHICLE,ONE-WAY,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,"OVER $1,500",UNABLE TO DETERMINE,UNABLE TO DETERMINE,2030,N,AVERS AVE,2525,2,NO INDICATION OF INJURY,0,0,0,0,0,1,0,17,1,6,41.91814919,-87.72306456
6/15/2019 23:45,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,UNKNOWN,DARKNESS,REAR END,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,"$501 - $1,500",UNABLE TO DETERMINE,NOT APPLICABLE,5400,W,CHICAGO AVE,1524,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,23,7,6,41.89499946,-87.76071912
6/22/2019 20:25,30,NO CONTROLS,NO CONTROLS,CLEAR,UNKNOWN,SIDESWIPE SAME DIRECTION,NOT DIVIDED,STRAIGHT AND LEVEL,UNKNOWN,UNKNOWN,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,"OVER $1,500",IMPROPER OVERTAKING/PASSING,NOT APPLICABLE,6100,S,DAMEN AVE,714,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,20,7,6,41.78288864,-87.67414463
6/22/2019 3:00,30,NO CONTROLS,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",PARKED MOTOR VEHICLE,DIVIDED - W/MEDIAN (NOT RAISED),STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,"OVER $1,500",UNABLE TO DETERMINE,NOT APPLICABLE,1402,S,CALIFORNIA BLVD,1022,2,NO INDICATION OF INJURY,0,0,0,0,0,1,0,3,7,6,41.86245613,-87.69593648
6/26/2019 18:11,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,FIXED OBJECT,ONE-WAY,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,Y,"OVER $1,500",IMPROPER TURNING/NO SIGNAL,NOT APPLICABLE,7800,S,SEELEY AVE,611,1,NO INDICATION OF INJURY,0,0,0,0,0,1,0,18,4,6,41.7519471,-87.67454765
6/23/2019 19:30,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,RAIN,"DARKNESS, LIGHTED ROAD",TURNING,FOUR WAY,STRAIGHT AND LEVEL,WET,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,"$501 - $1,500",IMPROPER TURNING/NO SIGNAL,IMPROPER LANE USAGE,6001,W,BELMONT AVE,2511,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,19,1,6,41.93833677,-87.77633347
6/22/2019 11:20,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,PARKED MOTOR VEHICLE,ONE-WAY,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,"$501 - $1,500",EQUIPMENT - VEHICLE CONDITION,NOT APPLICABLE,2556,S,AVERS AVE,1013,2,NO INDICATION OF INJURY,0,0,0,0,0,1,0,11,7,6,41.84444623,-87.72104327
6/19/2019 13:50,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,REAR END,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,UNKNOWN,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,Y,"$501 - $1,500",UNABLE TO DETERMINE,UNABLE TO DETERMINE,2420,S,HALSTED ST,913,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,13,4,6,41.84861332,-87.6466433
6/19/2019 15:00,20,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,PARKED MOTOR VEHICLE,PARKING LOT,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,"$501 - $1,500",UNABLE TO DETERMINE,UNABLE TO DETERMINE,1300,S,CLINTON ST,124,2,NO INDICATION OF INJURY,0,0,0,0,0,1,0,15,4,6,41.86553468,-87.64081331
6/18/2019 9:10,15,NO CONTROLS,NO CONTROLS,CLOUDY/OVERCAST,DAYLIGHT,PARKED MOTOR VEHICLE,PARKING LOT,STRAIGHT AND LEVEL,DRY,WORN SURFACE,ON SCENE,NO INJURY / DRIVE AWAY,,$500 OR LESS,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,NOT APPLICABLE,100,S,LARAMIE AVE,1522,2,NO INDICATION OF INJURY,0,0,0,0,0,1,0,9,3,6,41.87932842,-87.75517455
6/28/2019 12:30,10,NO CONTROLS,NO CONTROLS,CLEAR,UNKNOWN,PARKED MOTOR VEHICLE,OTHER,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,"$501 - $1,500",UNABLE TO DETERMINE,UNABLE TO DETERMINE,1551,N,SHEFFIELD AVE,1822,2,NO INDICATION OF INJURY,0,0,0,0,0,1,0,12,6,6,41.90992872,-87.65296804
6/16/2019 13:15,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,TURNING,ONE-WAY,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,"OVER $1,500",FAILING TO YIELD RIGHT-OF-WAY,IMPROPER TURNING/NO SIGNAL,140,W,WASHINGTON ST,122,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,13,1,6,41.88331996,-87.63210739
6/30/2019 7:30,35,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,FIXED OBJECT,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,"OVER $1,500",UNABLE TO DETERMINE,NOT APPLICABLE,5502,S,HALSTED ST,712,1,NO INDICATION OF INJURY,0,0,0,0,0,2,0,7,1,6,41.79380926,-87.64529312
6/25/2019 16:30,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,RAIN,DAYLIGHT,SIDESWIPE SAME DIRECTION,ONE-WAY,STRAIGHT AND LEVEL,WET,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,"OVER $1,500",IMPROPER LANE USAGE,NOT APPLICABLE,10,S,CLINTON ST,121,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,16,3,6,41.88155882,-87.64133123
6/16/2019 23:45,30,NO CONTROLS,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",TURNING,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,"$501 - $1,500",NOT APPLICABLE,NOT APPLICABLE,1130,W,VAN BUREN ST,1232,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,23,1,6,41.87665338,-87.65566344
6/19/2019 16:00,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,DIVIDED - W/MEDIAN BARRIER,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),INJURY AND / OR TOW DUE TO CRASH,,"$501 - $1,500",UNABLE TO DETERMINE,UNABLE TO DETERMINE,7900,S,STONY ISLAND AVE,411,2,"REPORTED, NOT EVIDENT",1,0,0,0,1,1,0,16,4,6,41.7514606,-87.58597199
6/19/2019 21:30,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,"DARKNESS, LIGHTED ROAD",REAR END,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,"OVER $1,500",UNABLE TO DETERMINE,UNABLE TO DETERMINE,4800,S,ASHLAND AVE,931,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,21,4,6,41.80668905,-87.665065
6/30/2019 12:30,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,REAR END,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,"OVER $1,500",IMPROPER LANE USAGE,IMPROPER LANE USAGE,3548,S,STATE ST,213,2,NONINCAPACITATING INJURY,1,0,0,1,0,3,0,12,1,6,41.82953652,-87.62666831
6/18/2019 15:30,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,REAR END,DIVIDED - W/MEDIAN (NOT RAISED),STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,"OVER $1,500",FOLLOWING TOO CLOSELY,UNABLE TO DETERMINE,7601,S,KEDZIE AVE,835,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,15,3,6,41.75518418,-87.70240262
6/20/2019 17:30,20,STOP SIGN/FLASHER,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,TURNING,T-INTERSECTION,STRAIGHT ON GRADE,DRY,UNKNOWN,ON SCENE,NO INJURY / DRIVE AWAY,Y,$500 OR LESS,FAILING TO YIELD RIGHT-OF-WAY,FAILING TO YIELD RIGHT-OF-WAY,11301,S,WENTWORTH AVE,522,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,17,5,6,41.68885054,-87.62765153
6/24/2019 14:50,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,REAR END,NOT DIVIDED,STRAIGHT AND LEVEL,WET,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,Y,"$501 - $1,500",UNABLE TO DETERMINE,UNABLE TO DETERMINE,661,N,LA SALLE DR,1832,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,14,2,6,41.8941247,-87.63251632
6/22/2019 2:14,35,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,"DARKNESS, LIGHTED ROAD",REAR END,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,Y,"OVER $1,500",FAILING TO REDUCE SPEED TO AVOID CRASH,NOT APPLICABLE,265,N,WESTERN AVE,1223,2,NO INDICATION OF INJURY,0,0,0,0,0,3,0,2,7,6,41.88658471,-87.68643087
6/30/2019 0:00,30,NO CONTROLS,NO CONTROLS,CLEAR,DARKNESS,PARKED MOTOR VEHICLE,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,"OVER $1,500",UNABLE TO DETERMINE,UNABLE TO DETERMINE,4736,N,LAVERGNE AVE,1623,2,NO INDICATION OF INJURY,0,0,0,0,0,1,0,0,1,6,41.96715192,-87.75276438
6/22/2019 1:00,20,NO CONTROLS,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",PARKED MOTOR VEHICLE,ONE-WAY,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,$500 OR LESS,FAILING TO REDUCE SPEED TO AVOID CRASH,NOT APPLICABLE,7059,S,WOLCOTT AVE,735,2,NO INDICATION OF INJURY,0,0,0,0,0,1,0,1,7,6,41.76492766,-87.6709595
6/27/2019 14:10,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,REAR END,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,UNKNOWN,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,"OVER $1,500",UNABLE TO DETERMINE,UNABLE TO DETERMINE,2900,W,PETERSON AVE,2413,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,14,5,6,41.99053884,-87.70188781
6/18/2019 11:25,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,HEAD ON,ONE-WAY,STRAIGHT AND LEVEL,DRY,UNKNOWN,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,"OVER $1,500",IMPROPER BACKING,NOT APPLICABLE,1,S,CANAL ST,121,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,11,3,6,41.88185245,-87.63953713
6/17/2019 19:39,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,TURNING,DIVIDED - W/MEDIAN (NOT RAISED),STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,Y,$500 OR LESS,FAILING TO YIELD RIGHT-OF-WAY,FAILING TO YIELD RIGHT-OF-WAY,1698,W,HOWARD ST,2422,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,19,2,6,42.01949493,-87.67304878
6/22/2019 13:25,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,REAR END,ONE-WAY,STRAIGHT AND LEVEL,DRY,"RUT, HOLES",ON SCENE,NO INJURY / DRIVE AWAY,,$500 OR LESS,ROAD CONSTRUCTION/MAINTENANCE,UNABLE TO DETERMINE,424,W,GARFIELD BLVD,935,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,13,7,6,41.7945653,-87.63656345
6/16/2019 20:13,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,TURNING,DIVIDED - W/MEDIAN (NOT RAISED),STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,Y,$500 OR LESS,FOLLOWING TOO CLOSELY,FOLLOWING TOO CLOSELY,6393,N,KEDZIE AVE,2413,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,20,1,6,41.99730203,-87.70919581
